"";"Rich";"LCBD";"Repl";"RicDif";"Taxon_Group";"Taxon_Lake"
"Lunzer_Untersee...228";16;0,0201824393242643;0,284173485634967;0,191672398842672;"18S_Zooplankton";"Lunzer_Untersee 18S_Zooplankton"
"Mondsee...229";26;0,0117824580745424;0,042004103228593;0,335368335368335;"18S_Zooplankton";"Mondsee 18S_Zooplankton"
"Murtensee...230";17;0,0168493023954564;0,243512729895301;0,193258605578692;"18S_Zooplankton";"Murtensee 18S_Zooplankton"
"Neuenburgersee...231";20;0,016945430772916;0,230516817961361;0,207381435810895;"18S_Zooplankton";"Neuenburgersee 18S_Zooplankton"
"Offensee...232";19;0,0172889435237844;0,245242056244718;0,19668321655012;"18S_Zooplankton";"Offensee 18S_Zooplankton"
"Reintalersee...233";16;0,0217494273351059;0,30399854439701;0,190217227404656;"18S_Zooplankton";"Reintalersee 18S_Zooplankton"
"Rotsee...234";19;0,0192562980975154;0,270396596732;0,194592082799714;"18S_Zooplankton";"Rotsee 18S_Zooplankton"
"Rumensee...235";13;0,0251188708980534;0,296294883048587;0,237421062441563;"18S_Zooplankton";"Rumensee 18S_Zooplankton"
"Schliersee...236";21;0,0166369847019037;0,213678679925352;0,22060364345635;"18S_Zooplankton";"Schliersee 18S_Zooplankton"
"Schwarzensee_Strobl...237";22;0,0138665611167846;0,164971547890803;0,236832946211828;"18S_Zooplankton";"Schwarzensee_Strobl 18S_Zooplankton"
"Sempachersee...238";8;0,033729568348327;0,175217673106394;0,459441955965522;"18S_Zooplankton";"Sempachersee 18S_Zooplankton"
"Spitzingsee...239";18;0,0166286098027359;0,241141314514499;0,193042829459959;"18S_Zooplankton";"Spitzingsee 18S_Zooplankton"
"Steirersee...240";11;0,0279815336191585;0,261597173928207;0,305677925345863;"18S_Zooplankton";"Steirersee 18S_Zooplankton"
"Tegernsee...241";23;0,0120014006251613;0,117865573579859;0,262073540676025;"18S_Zooplankton";"Tegernsee 18S_Zooplankton"
"Thunersee...242";12;0,0248522686323693;0,257359371437845;0,273231180911411;"18S_Zooplankton";"Thunersee 18S_Zooplankton"
"Toplitzsee...243";18;0,0220787002021299;0,313349523048304;0,184726332828187;"18S_Zooplankton";"Toplitzsee 18S_Zooplankton"
"Tuerlersee...244";10;0,0268350336348844;0,195232383979118;0,358602232417994;"18S_Zooplankton";"Tuerlersee 18S_Zooplankton"
"Vierwaldstaettersee...245";22;0,015717609282809;0,189917859589554;0,233586574784445;"18S_Zooplankton";"Vierwaldstaettersee 18S_Zooplankton"
"Vorderer_Gosausee...246";16;0,0207893461278069;0,291785967393803;0,191174719188337;"18S_Zooplankton";"Vorderer_Gosausee 18S_Zooplankton"
"Walchsee...247";23;0,0113990690586716;0,111107041107041;0,261770906801963;"18S_Zooplankton";"Walchsee 18S_Zooplankton"
"Wallersee...248";25;0,0136656303245442;0,0957655345410448;0,303683436744661;"18S_Zooplankton";"Wallersee 18S_Zooplankton"
"Weitsee...249";17;0,0178934075946019;0,255851169297674;0,193160269310505;"18S_Zooplankton";"Weitsee 18S_Zooplankton"
"Wolfgangsee...250";16;0,0174433503255654;0,248250698586696;0,195484693705648;"18S_Zooplankton";"Wolfgangsee 18S_Zooplankton"
"Zuerichsee...251";13;0,0234552954365964;0,271119951665387;0,243093806462417;"18S_Zooplankton";"Zuerichsee 18S_Zooplankton"
"Zugersee...252";13;0,0233660954643822;0,273211293035012;0,239956768873329;"18S_Zooplankton";"Zugersee 18S_Zooplankton"
